age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_tenure,existing_loans,default
60,41001.6550759723,7917.941699513636,652.4570495099046,119,8,15.538532931398862,12,3,0
56,63415.929378366935,9199.964193524174,585.8339144141346,45,9,21.379683880488486,36,0,1
63,66134.0963252383,19075.866353281344,688.4151531129028,109,5,9.305911194167889,12,2,0
57,37121.898751617555,25353.899180227865,605.0915315248213,218,1,15.906305531374672,48,1,0
35,49322.52668484036,5312.742793439877,792.7064068211889,120,11,15.652584317877455,12,2,0
48,21132.1707681119,8252.677603293108,711.3902492299112,288,4,10.906638522417072,60,3,0
38,84010.86350627629,15267.262562999784,603.4558119380548,45,6,5.101730397466177,48,2,0
54,71360.06213859684,5915.678614321989,650.9070689687774,53,17,19.884990572472386,48,4,0
42,22089.222006049036,11617.502917649661,700.8777282306536,53,4,12.93346962100503,12,0,0
31,32661.91589302639,24958.100170692043,499.7251936952845,3,5,11.00186507307107,12,3,0
33,47303.63359603319,20771.663702295187,696.8323789118499,239,14,8.881816497250412,24,3,0
24,50775.21440122964,21636.255171598874,479.0340363601242,79,18,22.034352778593952,24,0,0
42,36278.973989469014,7124.019887655261,803.504973508881,200,3,11.677517015310485,48,1,0
27,27101.44004589453,1032.6675435969883,612.6998196343109,201,11,9.079040338612941,24,0,0
63,57900.626217323115,11567.795584318068,754.8942722939543,255,15,15.469123697306799,24,0,0
44,84789.68941037377,1000.0,535.5110881422145,198,7,20.63699689677327,24,0,0
24,51093.308368092265,18620.76900660377,707.4421941062071,72,4,17.04928115432986,60,1,0
48,44165.755916377566,20978.968584614395,532.6976080186554,175,6,24.203863313835345,24,3,0
35,42063.21173988267,8714.71045523767,620.5918674051987,218,10,24.135381095990716,24,2,0
21,28065.526987123172,19656.787241703103,746.7747198214342,223,7,23.04744695659472,60,0,0
23,36560.30497018647,19613.553737860446,711.6963178648682,282,3,16.303087121783356,12,1,0
34,72722.22160727326,6030.641474238981,706.5534665446878,280,15,20.365415597360688,48,2,0
58,10000.0,11801.226847794122,614.6223591519511,92,16,10.770047851214901,36,2,0
21,51402.06647294604,11257.121806451043,545.4412576311818,151,3,16.5072187861348,12,3,0
58,50559.093337187114,22462.49789541177,728.1125165710766,79,12,6.329883028733612,60,4,0
58,52367.98666979289,20858.922454434454,557.9922546881083,207,5,10.268641415382852,60,2,0
41,64548.35416847037,19578.363802961227,587.7819139938815,91,5,11.506827474837376,48,0,0
49,51223.22527137949,10510.225385365266,792.7358059466584,19,1,12.224832955919654,24,2,0
25,40920.8113535797,25925.682087098852,707.8316159892646,52,6,8.220327644571054,36,4,0
30,36867.54483622431,16449.657382442278,513.6427636071223,82,15,6.665281068165962,36,4,0
48,75966.87526296463,18964.56418433147,648.9140508125786,73,13,16.5674143842608,36,3,0
41,70821.03955111608,28845.016315560522,634.1964495630311,129,7,14.826454394920031,12,1,1
27,107552.75039222582,20298.94042909817,612.5361670963871,258,18,16.690649555489912,60,3,0
23,44380.231426348015,14041.81745279095,615.5778212869483,183,19,7.586106028999446,36,4,0
40,37235.73985390736,11015.578241372119,780.8533763897026,65,6,23.95382908682208,36,1,0
39,59063.33792601002,1128.9298592425093,849.4528398101404,152,8,13.267078815725874,24,3,0
55,58580.329837261095,2468.8185090853567,645.7503197497712,195,3,13.989455437813533,12,0,0
24,62727.10157765566,21846.35289669287,666.382366659878,14,17,15.939323735213684,60,2,0
25,66942.61754712729,1000.0,513.5844426994843,209,14,18.802529882175538,48,0,0
21,62533.47224206681,23090.336837663654,819.4664735999277,134,14,12.697168639596919,24,0,0
24,71500.63211966408,21427.14848429657,584.1393405213545,81,2,7.863001892444956,24,2,0
32,74160.10621170973,8080.15048074628,607.7035301145196,70,4,20.662418763002048,24,2,1
47,74516.89433062918,16452.624714617075,729.0475574977693,296,9,10.21115013656665,36,4,0
62,10000.0,19609.559988169334,678.087721093729,171,16,13.857328081039043,48,2,0
43,54647.6180514188,15735.691538068155,704.935966825975,122,1,17.646575270918394,12,0,0
45,31535.796229109088,24849.788183844757,717.9438343556519,288,2,24.30732438291073,60,2,1
41,71108.95531404065,3863.2329469937413,649.1804939274127,209,12,5.671700000397215,12,4,1
44,10000.0,19033.32728590804,738.2923332546192,63,16,15.377358762947447,24,1,0
45,79384.50555466485,10128.679536417727,479.2801015915446,62,15,23.722482969606965,48,3,0
52,32706.00571264695,1095.019230591557,813.5642146003782,7,19,10.102935065756537,12,0,0
52,28122.72720036933,5718.187801769573,631.831768235008,244,6,7.2459833406611684,12,2,0
25,57124.986413951505,10804.116518960775,737.3202972696945,164,19,16.936789352098966,24,1,0
56,42534.58485338295,15186.036801420489,699.2667052198454,92,15,8.043858934656978,24,3,0
62,85587.78615208485,7791.309371847287,450.2192190091804,283,4,22.577431306587442,12,3,0
62,77260.66294255192,10951.23217975516,671.8412972692,198,16,19.463440492605088,12,3,0
59,39783.30595043847,11832.248374330728,438.71221750100415,123,11,7.420475899753976,36,0,0
36,70849.69920411607,7963.598429569929,699.4064981642971,54,7,16.548958256864395,48,3,0
53,39094.26199394495,10467.546488350434,671.7336208397769,189,2,5.5423009814377355,24,0,0
41,38921.707491679765,19583.639618504938,522.0688726742326,142,7,21.903398300013926,60,0,0
29,64283.695161258576,28191.68750201366,668.8346084795631,96,12,9.108755019359066,60,4,0
26,79116.82180938305,16666.667554657346,602.488087699324,196,14,19.63632963946698,24,3,0
55,41178.54964375701,16053.053954793486,633.6322503996207,284,15,7.12644484603932,48,2,0
59,42701.42452995714,14356.980597978913,391.2976864529371,80,7,14.448487965239833,60,1,0
42,56024.094381834424,11872.79050492337,526.1838307749034,108,18,23.584622148618138,36,0,0
61,32120.19051060804,19606.171072118093,571.2962503349873,282,11,6.489558449382688,24,0,0
25,81308.20779652505,22865.34473255748,536.2989623122471,208,10,10.907428241476396,60,4,0
62,31928.94782876729,5706.912328556398,597.4569372803392,114,14,20.652518735576777,60,0,0
43,37336.12468928009,23306.267963084716,582.7793618605203,240,3,14.26726982439181,24,0,0
37,85344.78142079074,28003.63073417818,680.1714576465375,278,18,18.006043405687926,48,2,0
32,54291.768577770046,6939.068027597219,376.80639514805307,203,12,21.240162740220512,24,0,0
43,88871.66857639211,22365.487775109304,849.2476671645885,200,1,20.681012625149442,12,1,0
36,45614.44958631067,28083.03466754083,588.4781966443605,154,13,12.907471520749036,60,1,0
23,100390.37639744712,20726.908814164955,619.3595898243841,264,2,13.612469300123898,12,2,0
50,62312.99960992296,13592.298299441238,709.463744616417,288,15,16.42238790013542,48,4,0
42,34951.280947761676,21230.607155519047,823.8905390069133,69,11,7.45519005540455,12,2,0
29,34643.24762650617,8499.84785684948,591.0877701162967,178,6,22.390459372461105,48,1,0
49,20855.841783978227,12499.646753127716,718.9360155595684,167,6,6.869698979368442,24,2,0
57,23043.701079811886,9138.832869819198,582.9055767652861,5,12,8.696292100578212,36,2,0
43,36809.36831101277,4222.396041167418,744.0251099062597,131,16,23.896004959203736,36,3,0
33,30168.03120833763,15332.089221132357,719.7139277451943,258,16,10.636776665164385,24,3,0
52,10000.0,17432.36628363612,543.4044476585523,140,10,9.884306306407215,60,2,0
43,66830.41983761863,20298.796011537055,707.902684383923,281,17,13.506947458447165,48,0,0
37,65506.754418121076,1000.0,507.27191110978714,289,2,19.48571653657458,12,2,0
60,56167.53753951567,16461.5705517184,575.856680096532,204,13,12.324456189479942,36,4,0
41,27300.671660944856,15630.837662190053,516.0582164725613,180,17,22.494494892924852,12,2,0
22,82935.84217510626,6274.125653913337,650.0927437254658,46,9,7.9872157032749325,12,1,0
57,46436.63819406855,11444.587840531327,749.8350013651593,135,15,7.358860653482688,12,4,0
26,33335.34389030472,21034.317363194266,525.7406645510712,232,7,6.548003868760713,60,1,0
64,54651.722646866496,15779.191568485647,690.0910707409494,201,13,10.967169712872373,36,4,0
38,53504.783430974174,14857.973451772268,625.8095933001885,31,10,8.991136836025074,12,4,0
50,10000.0,22143.383810333245,547.3272917293691,276,18,14.22660442620172,12,1,0
42,49381.09250292218,33518.7115369948,607.7991623811629,191,10,24.91400144454473,36,2,0
53,52410.780509394135,13059.414797606776,707.8885968353948,90,18,22.370822329216754,12,4,0
50,42425.176519117005,16974.172571667903,744.0230940088269,70,14,22.89928721601314,48,0,1
37,23570.90278037635,7867.291731808282,680.749845370074,297,19,21.614776794926975,36,1,0
63,24160.107833222643,32158.237080666004,646.29525974518,34,1,10.434202546428548,12,1,0
52,60281.30861637959,10681.486318953172,652.2922615731558,219,4,9.526488581018066,60,2,0
62,65232.019658803874,1000.0,576.8347852451607,198,14,19.642213784709377,48,2,0
34,41039.81010205538,19974.260239256266,659.6888996558167,105,5,16.979320602386736,24,4,0
30,57646.35464085511,2118.6263275172532,502.9781102450217,51,5,9.122470489628336,60,1,0
56,40841.634898123084,25360.23186571387,638.1413395782631,16,14,24.346768048408077,24,2,0
54,32935.21994513733,19714.348960997406,819.9334296786667,8,8,13.484232942679142,24,1,0
29,54289.93772177312,6776.686257398407,606.1053889210339,179,12,21.288501077887947,12,0,0
62,27018.09995492962,20364.629078515078,762.1190308029579,2,17,6.476128956611051,48,1,0
48,87875.68179664097,12329.537680635032,717.0934414696053,277,3,5.703325587285628,12,4,0
31,21249.72574337256,18414.260678681057,793.7825940365701,181,4,14.116110285042296,60,0,0
34,55676.54728458525,4749.1915023449,337.2131958538337,291,5,7.387826570033626,24,0,0
59,53004.78665119298,4257.263260392414,667.7058823838652,166,1,24.585278660313808,12,3,1
39,51229.51361444734,17542.957161407958,708.8050448117056,250,2,21.240417102655954,60,2,0
35,79667.86792046859,30071.06259537646,729.8379343306776,273,5,14.08148656199452,60,0,0
48,10000.0,9838.922442512325,770.1280366064947,80,19,24.590307142225946,24,3,0
44,58234.642109778164,9233.732820302583,719.6412399711115,26,5,9.765476626654802,12,4,0
28,44532.45005244598,12290.254535141778,673.6579957139242,117,13,18.579504543527662,48,2,0
63,61679.51591027746,4412.976933669455,554.1228263683919,226,5,5.350588819371533,60,1,0
29,51093.645516365184,19422.44642628943,459.71097311594724,194,8,12.445300860006164,12,1,0
53,48499.59240507063,22216.23325074048,783.9318954396367,140,9,6.586508701182529,48,1,0
53,25853.7066855657,18857.71049873883,589.2705718181911,272,15,12.34747501594346,24,0,0
39,36537.24999178885,13641.908871069656,614.9747027710358,242,3,12.611966641442544,48,2,0
23,112630.1976390549,6801.404579756914,740.5559570663929,16,1,12.503415299754918,24,4,0
30,61862.04191885388,31506.3854443525,648.0930587627172,183,7,13.288633295879446,60,3,0
60,71051.86348744092,8140.468932801,534.2730117307676,47,13,17.337066832071145,36,2,0
62,42962.06352753686,7950.776103767055,479.25140716679516,15,3,8.78852656578725,36,3,0
21,32887.81262846881,1000.0,614.1500473168607,192,10,9.687930686523806,60,3,0
49,65528.55548895971,3625.8813088707375,659.5915397281534,282,18,17.908623382640208,48,1,0
54,11925.634617044983,17796.93089076219,729.6220675914715,13,16,14.324744792154133,36,0,0
33,36985.23001243895,11585.766159269384,637.5091125557772,227,9,8.23838994585207,24,0,0
21,42908.49090525398,8088.9188435565065,652.0002250551004,115,15,20.74487864214892,60,4,0
54,68899.78206737307,8617.589084091333,518.0133461812325,223,14,23.617624305161716,12,4,0
49,58274.25427242619,10889.944392886513,754.1318917592844,28,19,14.306705436072008,36,1,0
33,40542.005427347816,9684.91573067774,850.0,27,6,17.2806000880575,48,3,0
49,57379.4602420469,26221.33676764323,780.1191687128173,45,7,21.306890185253277,60,1,0
59,43936.96322046648,12024.321811858465,771.0705213224403,59,5,24.275041085971676,36,0,0
44,71400.75517868648,16166.303321502244,684.5110112118161,147,13,24.38297361534929,36,0,0
46,54723.13444154165,15473.654726078108,545.4898298682881,51,5,23.4567504325928,60,1,1
37,84728.85609532587,15745.275047284878,563.8226114799149,149,14,21.320223755589655,12,2,0
27,44444.113453391205,12035.043218385797,715.8646509645283,143,1,13.515566596919648,60,0,0
33,74507.90465719346,11205.8999232892,739.079525604449,148,1,18.39285021499689,12,4,0
25,51808.27987390377,20144.890388641375,556.086754846019,171,9,20.268418206299394,60,2,0
46,36055.12698215335,16757.377968920064,695.4568823251808,148,9,6.8380393627440395,24,1,0
23,102031.49030968038,8931.712947832337,661.312452523727,103,15,7.3272918867760435,24,2,0
27,76194.17648726681,1000.0,699.5152117109536,138,5,19.10799001716545,60,3,0
59,54686.465863598285,10144.344255878987,685.7752158472545,119,7,18.33828055504695,12,2,0
21,65319.92699620792,4117.35023530648,690.929282263702,36,2,21.077154216854282,36,1,0
37,28359.626033940156,7613.815069469543,455.45850965956436,171,11,8.691575874825615,60,3,1
63,29063.76974697823,4422.974111597419,832.3874396079837,123,10,23.73359909498668,36,4,0
45,72281.80573655092,24276.484400855246,791.5345487605163,277,19,9.767119056145193,60,4,0
23,50095.94757500241,24219.912931600717,648.5044465190864,211,5,7.701993193574741,48,0,0
35,46883.64889597572,21064.254296203588,531.9900877342852,193,15,11.486705207921215,12,2,0
49,44241.246100786855,12329.117392649874,706.321926967433,20,2,21.171280166498946,48,1,0
63,53041.34870938226,9672.78943859263,503.80700650634014,240,11,5.564778276836191,48,4,0
52,44915.01176897415,3044.2604413794215,817.6951495012091,144,4,9.536617745645495,12,4,0
46,10000.0,22315.161564181966,633.8584742863245,291,17,24.1120175605954,60,2,0
36,78317.50533656604,21948.980387897773,590.3581278385155,141,2,5.340194982852903,12,1,0
45,47788.79276322428,18942.204434940115,708.3641905676589,164,10,10.56515438667725,12,1,0
48,86630.57259276057,6131.306635933579,603.0447656187404,133,11,11.51544339245037,24,3,1
29,14756.07447651474,12303.572900595156,621.9979865054555,177,1,23.478228935093156,24,4,0
21,14677.613548059824,14044.158872874063,570.6408083546701,84,18,22.024170995616977,36,2,0
49,44491.729289655224,1000.0,712.5085806595713,204,5,14.201773879522532,12,4,0
42,69550.54637079262,26430.61281975376,680.7503140762425,37,5,11.351137279062995,48,2,1
36,25606.655569451137,4186.255863397129,755.034665994987,165,4,23.888555424115793,48,0,0
61,24830.438893491795,8763.070150064741,487.4887830878653,23,9,8.766011416262465,24,2,0
64,57439.04677420812,1000.0,528.281762162949,17,19,14.536416893192754,12,1,0
61,43742.52666762563,13371.50858501367,598.2390683390053,159,3,13.368766390894098,60,0,0
27,60881.5982219049,13011.716214755195,761.1241447775643,221,15,23.704097137261424,24,2,0
34,44101.00393505199,22841.232952628234,507.4933624644559,101,14,20.116209937281255,24,4,0
49,57702.745656099665,7419.468576186551,565.042673732895,88,1,14.267531407898467,48,3,0
39,77322.6647789347,6317.430445970269,792.0433384419152,157,10,17.141057924812777,60,4,0
39,25649.064164880077,15641.360088552377,702.9686557415371,87,13,23.15043402418377,60,0,0
22,73695.74027632253,1000.0,758.0339807953847,132,12,21.62457120006101,48,0,0
61,15917.050626533572,25651.892185192093,640.8915104957766,259,1,17.30906971323379,48,0,0
35,62186.731476732304,4426.883432114177,826.8308098854607,178,2,23.306369685397495,48,2,0
23,78385.38338726081,29535.978781552876,504.89188412219505,288,11,12.605739302402055,60,1,0
31,39518.6395269454,8663.639830042623,628.5589441392511,114,12,19.66360902052576,60,0,0
50,62891.10228383389,3584.9546533971316,620.3432599362645,286,1,5.322302304447504,24,1,0
60,40258.136861009174,19664.648134813557,621.579478560011,82,10,16.659475512173174,36,0,0
38,61707.6226825395,19204.06976587609,524.4489187198615,236,3,7.73957814149782,24,3,0
22,10000.0,19398.000761782663,705.4479191807806,238,9,15.486015524150435,12,4,0
52,53243.13328174829,15804.71061926932,527.5378496480004,65,17,9.930226274684737,36,2,0
28,57907.819276869275,32917.77543999251,516.7644208398608,147,19,12.613660841776788,60,3,0
42,76893.6390214622,4203.922597172805,390.70963842910066,203,18,20.843291906580117,24,3,0
26,68505.11082559629,25892.7311226163,575.7841959890443,113,5,6.1720962310777345,60,1,0
32,46775.27895204989,2128.761064443035,664.6706459609123,188,7,15.748028903420066,36,3,0
60,55361.29595897283,28215.163683845993,678.8452397567579,291,15,7.897471731949592,60,2,0
56,21077.67150187415,17820.851072099937,627.5963400499292,83,6,16.464821465666574,24,0,0
35,82881.49876080337,27474.92345982009,583.0345595141167,275,5,17.67186351347749,36,4,0
48,63823.187966441415,22137.02692239615,609.4453438113318,99,19,8.641718752013317,24,2,0
38,12781.984615784786,1000.0,582.5384924000576,273,13,5.119334152208341,24,4,0
22,54919.74096256308,12296.010386822572,850.0,197,7,6.709066250015276,60,3,0
33,56446.80888955928,4974.267413518486,527.169132036258,33,2,18.792257573063676,36,2,0
35,34521.1220827428,26950.12653089057,572.464387393353,78,6,12.601976533783736,60,1,0
40,51937.31071252356,21404.77490431567,649.9508031445698,130,15,12.457899940329876,36,4,0
49,32510.39603370564,16211.327262969531,540.3840095329,71,5,18.8378088911117,12,1,0
62,21908.048545868336,11700.131226391504,654.6093142264759,242,5,14.942647963079445,12,4,0
49,37733.060347518935,18388.222768496456,486.188099811516,138,4,17.741704188805603,36,3,0
23,53431.80518278568,7334.845165902515,662.3858283088355,173,13,23.38657731111168,60,4,0
39,68566.63466752468,17250.615039586988,605.5751347915684,16,18,15.137282558833293,48,0,0
23,51396.36901743037,14013.864670554409,575.4671434665592,46,1,17.760703139625253,36,0,0
34,68761.82737879417,8465.802878302617,620.8137352126787,29,3,17.794267506393346,24,4,0
60,62974.061554081025,20563.684667834717,595.9043725289158,39,7,15.693970086112706,12,4,0
24,29292.03908324284,30086.487137990654,609.7132826887188,198,1,18.288668617654352,36,3,0
31,62822.060740837944,3573.273939603834,726.6611397946634,155,14,21.68690631431974,36,0,0
51,63374.8680524279,22557.587709741605,829.9017245083336,283,15,21.15662282861541,36,1,0
63,84836.02094873921,8541.021248223653,379.5531840557134,58,16,6.145391214651235,24,2,0
52,58213.08722671303,19672.13606767044,626.7872630811252,213,5,24.035746387605478,60,1,0
47,25306.519043749337,10062.663728498212,521.7223641887508,262,3,21.944015524802346,48,2,0
50,38918.384073195484,12602.305963010505,615.8806987807216,23,17,24.412049119789856,24,2,0
63,12948.857304810786,13393.556039653922,690.2732246936515,296,5,8.881587700308486,48,2,0
22,60209.55037611599,25890.746578215367,850.0,238,1,15.728166229239562,12,4,0
29,83079.35081556084,14263.64682002575,617.7619175769937,53,13,13.7978713827889,48,0,1
48,10000.0,12286.581533741026,662.9862745862955,269,18,12.539149237093925,48,3,0
51,83924.6068504715,14336.886465421238,558.6091425106146,171,1,13.130318342152796,12,3,0
54,59944.7500607871,30168.66594841441,553.3828145206411,208,19,23.072413507048086,24,3,0
35,28468.366916855735,19480.69482083441,548.6215791964364,44,6,18.968918412826387,24,0,1
45,55133.892789851016,10116.430383073073,578.2437255355755,249,9,11.494997844496929,12,4,0
56,29113.44645271352,26985.215135128718,602.5277154316025,6,14,12.577566383959413,24,3,0
28,58808.39531165527,16444.510993504016,792.1547323900905,258,11,14.370425065049444,60,4,1
29,51267.221002171,8096.950248403153,615.3762869101798,87,4,12.338600026649686,48,1,0
57,56586.87138762944,18149.64597358396,705.5074443737218,188,7,9.201464204986392,24,0,0
59,31621.213656271142,13798.659979877799,679.4077675302348,29,18,13.706940376026456,48,1,1
52,34533.587867709626,1000.0,745.2234492473333,4,18,6.590526746617327,24,0,1
37,60036.42825677943,17645.97860160189,459.79041923298155,199,6,22.088407328062903,48,4,0
55,39945.47412134669,6397.04574721672,684.3025044032294,6,5,21.497398264501207,12,4,0
57,52980.35616343311,4818.707985722185,672.9619486858994,166,6,22.83841735983967,12,1,0
39,59059.670594141666,1000.0,640.0167782855392,170,2,13.918210904499908,12,0,0
64,45552.88284390988,16025.523985450587,757.6289678318033,27,2,18.02458510653624,60,3,0
49,73102.02356743497,13819.754267706168,637.9144965674574,107,1,21.199870673396234,60,3,0
27,46288.99033970525,22592.660989980213,737.8925459244158,146,18,11.29714129689721,12,2,0
48,45688.4902585666,8620.113026149604,667.0069200584426,283,10,17.667692930394303,48,1,0
29,37365.896491743326,11149.577179330245,674.735225365846,98,7,13.764644572646187,12,4,0
48,70799.64050556632,30836.538410595036,681.6178563975965,75,2,12.474213111195787,12,1,0
26,35855.83519951336,1000.0,630.0628805270168,91,19,22.18946999523927,36,3,0
49,75089.80388307138,24727.178086994947,806.397332410668,229,10,17.481560751698648,60,2,0
37,53262.25422730821,8761.67770607333,757.5586695090401,197,12,17.467910360315116,60,0,0
36,103641.89627299379,39917.992022221806,644.0464714504604,146,12,8.137275644372215,12,3,1
43,36790.80252874983,20777.238131015,667.098440993354,63,15,11.938364089119268,12,3,0
51,75503.8780898888,9976.169911049736,698.0989352452082,49,18,21.82516516252586,36,1,0
23,60204.83959178299,3849.952344611351,731.0067134968078,9,1,9.269842752505559,36,0,0
41,39724.91575633482,18273.99562176207,811.2701524041996,224,6,24.409272607044322,60,3,0
46,60473.59312061047,1000.0,740.6777006750308,81,9,21.637524340510055,60,2,0
56,59499.0803086107,20508.131489417756,632.557584003071,181,6,10.352291211825833,60,4,0
62,43361.22749628822,3850.161417092613,568.2455347514572,9,6,7.16437937853078,60,3,0
57,58565.617580150225,7241.137098117127,749.2171338027134,234,6,8.39111378195297,48,1,0
42,73268.83185628412,1000.0,678.9033822141008,232,16,9.84404053966806,12,3,0
62,60227.08321451997,16041.09534159764,551.7444307170897,234,15,9.754945373794339,48,1,0
32,41616.296605471936,17235.13537637767,735.3351450419465,33,8,5.3255862377585235,24,0,0
62,40489.95228648715,15226.947991134719,801.6420405838498,42,2,19.306032381591898,60,3,0
33,48251.80263516936,1221.5992029836652,650.7095582350956,132,11,24.541335103886478,60,2,0
31,72249.24029164326,26477.150055739294,806.660459094426,112,9,10.728684658901367,12,3,0
36,34924.218188075465,13703.6174303896,726.618905210732,53,16,5.325575867005011,60,4,0
28,57842.623486282886,10825.610522028777,534.1412374511267,141,2,23.36620214802296,60,2,0
60,18750.648767499988,21425.804484196164,692.2556628012991,48,11,9.123996610426357,48,4,0
60,61892.23015059254,11477.447439241792,472.8840082945206,266,17,5.143082377900694,24,3,0
22,65035.41795941613,18529.728039449878,685.4038384032976,158,6,9.482449255819043,48,2,0
50,90552.42992498144,8757.855312310014,547.536431163634,137,6,7.080318310917965,36,2,0
50,68505.86107432557,21529.26315087818,669.2311698126714,20,9,19.520936804782504,60,4,0
32,41975.981487793164,21323.869027854216,717.7550271797242,253,1,5.032831566586902,48,0,0
30,19308.414052383763,11374.543293245653,591.1748032254612,222,12,13.8270301965711,12,4,1
64,60283.929719760206,16218.072182062178,819.0483341211865,202,11,14.839042208661212,24,2,0
31,43455.55393209809,14801.546339778135,557.8524192112225,106,17,20.68405429789,24,3,0
35,56682.04795448476,13999.241725403968,436.130714425732,73,7,15.447287769770009,12,3,0
36,35596.29839581677,5496.268741101743,647.1115272565648,19,4,7.494750716552545,12,0,0
37,46536.07556705861,6621.345586037822,786.5198942181194,276,9,13.529604159140359,60,3,0
46,16000.29395921521,11917.78239968561,647.9003060404697,56,19,23.691818315210924,24,2,0
22,29075.878058473852,15550.611761696477,590.6985381383562,56,15,9.736086178248906,12,3,0
32,26254.595486766608,7931.38224581899,485.1324414900591,68,6,10.989366568873235,36,2,0
46,67455.79678564309,15115.566149653187,592.8535590434299,197,4,22.465176277850276,24,3,0
43,33454.715254495735,1000.0,535.7859776852098,151,5,20.719295472137375,12,0,0
38,77558.60151949427,15023.204999046126,674.365874705233,207,13,10.910334496578074,48,3,0
52,33651.12237401923,15616.908823207232,682.841426628677,187,5,19.167459131137903,12,1,0
58,91918.76135127585,21549.830688156588,555.1050100806614,150,2,6.7023115043359205,24,1,0
23,11023.314668223604,26381.36665801681,617.3745951470886,46,11,15.859880446518478,60,2,0
58,58486.03599904376,20475.14813501497,794.6201752263505,207,18,22.419518631419326,36,2,0
23,50771.96064314589,29379.34367950463,607.4052454722888,242,15,21.85034661155946,12,3,0
50,25771.169719123547,14765.741950815853,604.8670857751667,179,17,9.056906825013986,24,1,0
21,38981.368622700014,15370.36698288181,668.6512914928895,140,17,15.663308915068942,12,3,0
50,44774.36964227265,21453.447233866405,509.0101035658121,236,19,12.969220136538304,12,2,1
52,54996.1252006274,14145.08668153715,744.981205333874,7,16,16.217112154736533,24,4,0
48,31271.666022720467,12352.625998016265,608.6893272203178,101,11,6.501456976214406,48,1,0
41,58506.40777110964,25993.730474730186,534.1922645266621,159,17,24.62711287607749,24,1,0
33,52394.47699994361,20789.616271224466,703.7288219218752,144,8,16.270288777394036,24,4,0
47,65583.69521282829,20277.934744304803,601.2282180132524,4,8,7.3857930462171595,60,4,0
56,32752.759515804097,8085.826624791764,562.4173823510343,93,12,17.84536843889918,12,1,0
27,41813.33999394489,22549.741913686263,657.264864995522,216,15,5.1542697950166705,12,1,0
42,78842.36752926961,15658.322718696982,755.177030899528,171,4,5.129341444372628,24,1,1
30,31879.230153883036,7082.7662819204725,608.9303538659378,137,8,8.582931372272666,48,2,0
59,22150.465603361372,20575.41971535559,553.4823212686746,155,15,10.418576484079846,60,1,1
35,37380.89673841005,5407.510537731308,425.4190181888901,260,5,10.263208973063616,48,0,0
35,14481.00602399894,1000.0,504.9953675149346,299,10,13.86343330771393,48,1,0
24,83457.8695499672,1000.0,601.7626426340244,158,19,15.263893642618449,60,4,0
52,44344.733296725535,13012.27032207417,519.2562612976158,271,15,13.44303536047104,60,0,0
43,44537.89229068855,27328.760715016302,580.1208783082839,122,6,12.477774162686416,48,4,0
26,64850.53914371955,17502.437599906596,842.8014065461833,278,9,18.402797486947087,48,4,0
44,35488.86233981063,14180.134913446842,773.1145910687612,20,6,9.966740546296977,48,3,0
40,45681.39261300558,25553.094923536275,568.1906462774218,278,9,17.556130513987235,12,1,0
57,34961.126766699046,19082.015623008672,663.8094993413648,207,8,24.13335079836918,12,1,0
40,14899.381789226594,23192.06604058062,541.9454836911565,117,16,14.435463887321356,12,1,1
32,51015.15760971072,22778.412122155674,806.2114942511254,122,10,15.223952400800522,12,4,0
53,70514.54857916871,12490.166574767769,657.113600342864,200,9,19.565574389912427,60,0,0
48,51585.89906340272,13146.780094900543,755.0219276954988,90,8,15.147915809362672,24,1,1
28,68395.82648100011,8332.33127769567,571.3345333029096,80,14,7.878150117818943,12,1,0
21,28084.162018661795,21646.006489063086,810.1250566878132,215,7,17.214066868428496,48,0,0
57,34919.2150611447,5179.035422570636,606.0052985313893,276,11,15.175469284355948,24,0,0
42,24114.058698201818,7912.213610412908,473.4212628615744,0,16,24.02953103621342,12,1,0
26,57331.15090623581,14439.884489544704,632.6492208739278,143,17,6.86006883197294,36,3,0
41,43647.827400348026,15879.410239290391,581.3125885268939,249,8,15.7293668207767,36,1,0
52,42898.828357368024,19693.315275403187,750.5086911060058,170,12,17.338618643222738,60,1,0
55,63379.72379703099,14666.899605041848,587.9581660086704,133,17,17.39788490802642,36,4,0
35,40540.34032226103,12090.408073738748,703.7821737406799,75,15,6.19401444759524,60,2,0
25,71593.4342677674,20784.35018714724,581.7756339552956,111,7,11.556614382153834,60,1,0
26,54713.15175974395,22314.442517156087,565.416784591367,249,19,10.250859713611773,60,4,0
45,42677.04318397629,1401.6405379451426,650.0814315156905,266,17,18.599739239600073,24,2,1
60,18967.933228027505,23556.348996022178,703.1753577123516,95,13,19.70824359543052,24,4,0
49,63265.48556074054,12385.453256481458,493.95645273138166,240,8,9.185387896204261,36,4,0
27,55658.71261763052,27784.58596832362,742.2932498191191,275,14,21.521607929235408,24,3,0
60,56621.369515298764,9798.550784588922,743.7071738231757,276,8,14.700677162477687,12,0,0
33,57259.272006052706,7043.933194528402,619.5443827129835,291,14,10.259216558789184,60,0,0
58,39418.27862553258,20184.221686911333,630.9728187631189,37,5,10.995060774168252,12,4,1
38,46972.51844064735,32046.49913293866,385.1374739513709,266,12,10.270745288571872,24,0,0
22,40828.97459508045,2017.9798770871112,830.2649264333095,273,11,17.08883584129127,48,1,0
